Timestamp,X,Y,Z
2291386,0.016479,-0.023315,1.011719
2292388,0.015625,-0.023682,1.012451
2293391,0.015625,-0.023682,1.011963
2294393,0.016479,-0.024170,1.011963
2295396,0.015747,-0.024536,1.010986
2296398,0.016113,-0.024170,1.010620
2297401,0.016479,-0.024048,1.011719
2298403,0.015991,-0.024170,1.010864
2299406,0.015747,-0.023560,1.010986
2300408,0.015869,-0.022949,1.010376
2301411,0.015991,-0.022949,1.010254
2302413,0.015747,-0.023926,1.010864
2303416,0.016602,-0.023682,1.010742
2304418,0.015869,-0.022949,1.010376
2305421,0.015137,-0.024292,1.011108
2306423,0.016479,-0.023926,1.010986
2307425,0.016724,-0.023437,1.011353
2308428,0.015503,-0.024902,1.010864
2309430,0.016968,-0.023804,1.011353
2310433,0.017334,-0.023193,1.011230
2311435,0.015381,-0.024292,1.010742
2312438,0.016602,-0.024292,1.011353
2313440,0.016113,-0.024170,1.012329
2314443,0.016357,-0.024780,1.011475
2315445,0.016968,-0.023193,1.011353
2316448,0.016113,-0.023193,1.012817
2317450,0.016357,-0.025269,1.010986
2318453,0.015503,-0.023926,1.011719
2319455,0.015381,-0.024414,1.011230
2320458,0.015747,-0.024048,1.011719
2321460,0.016846,-0.023071,1.011841
2322463,0.015381,-0.022949,1.012085
2323465,0.017456,-0.024170,1.011353
2324467,0.017456,-0.022583,1.010986
2325470,0.016357,-0.025024,1.011108
2326472,0.015869,-0.023682,1.011963
2327475,0.015991,-0.023682,1.011597
2328477,0.016602,-0.022949,1.011108
2329480,0.016235,-0.023804,1.011475
2330482,0.015625,-0.024170,1.010376
2331485,0.015747,-0.023315,1.011230
2332487,0.015869,-0.024048,1.011353
2333490,0.016724,-0.024658,1.010376
2334492,0.017700,-0.023315,1.011719
2335495,0.016113,-0.023926,1.011475
2336497,0.016602,-0.024170,1.011353
2337499,0.015991,-0.023682,1.010742
2338502,0.016724,-0.023560,1.011963
2339504,0.016113,-0.024292,1.011841
2340507,0.016357,-0.024292,1.011108
2341509,0.015747,-0.023926,1.010986
2342512,0.015991,-0.023682,1.010254
2343514,0.016479,-0.023315,1.011963
2344517,0.015991,-0.024048,1.011475
2345519,0.015991,-0.024292,1.011230
2346522,0.016235,-0.023560,1.011353
2347524,0.015381,-0.024048,1.011597
2348527,0.016113,-0.023315,1.011353
2349529,0.016846,-0.023926,1.011841
2350532,0.016602,-0.024170,1.011475
2351534,0.015991,-0.024292,1.011353
2352537,0.016235,-0.023560,1.011475
2353539,0.016602,-0.023804,1.011597
2354541,0.016602,-0.024170,1.012207
2355544,0.015015,-0.024536,1.012207
2356546,0.016113,-0.024658,1.011841
2357549,0.016479,-0.024414,1.010742
2358551,0.015747,-0.024292,1.011108
2359554,0.016113,-0.024048,1.012329
2360556,0.016846,-0.023437,1.011597
2361559,0.016235,-0.024048,1.011475
2362561,0.015869,-0.023560,1.011230
2363564,0.016113,-0.023437,1.011963
2364566,0.016113,-0.023926,1.010498
2365568,0.015991,-0.024048,1.011108
2366571,0.016479,-0.024048,1.010376
2367573,0.016846,-0.023926,1.011719
2368576,0.016235,-0.024902,1.011108
2369578,0.015869,-0.023804,1.011597
2370581,0.015869,-0.024048,1.011719
2371583,0.016357,-0.023315,1.011841
2372586,0.015625,-0.023437,1.010986
2373588,0.016113,-0.023437,1.012695
2374591,0.016968,-0.023804,1.011963
2375593,0.016235,-0.023560,1.012329
2376596,0.016602,-0.023560,1.011230
2377598,0.015991,-0.024536,1.011475
2378600,0.016113,-0.024292,1.011475
2379603,0.016113,-0.023926,1.011719
2380605,0.015991,-0.024170,1.011475
2381608,0.015381,-0.022949,1.011230
2382610,0.016235,-0.024048,1.010986
2383613,0.016724,-0.023193,1.012695
2384615,0.016724,-0.024048,1.011353
2385618,0.015625,-0.023682,1.011719
2386620,0.016602,-0.022827,1.012207
2387623,0.016968,-0.023071,1.011597
2388625,0.015625,-0.023071,1.010986
2389628,0.016235,-0.023193,1.012329
2390630,0.015747,-0.024658,1.011719
2391633,0.015869,-0.024658,1.012329
2392635,0.016357,-0.024414,1.012085
2393638,0.016357,-0.023560,1.011841
2394640,0.016479,-0.022949,1.011353
2395643,0.015625,-0.024902,1.011597
2396645,0.014893,-0.025391,1.011475
2397647,0.015747,-0.023437,1.011841
2398650,0.016602,-0.021729,1.010010
2399652,0.015503,-0.024170,1.011230
2400655,0.015991,-0.024780,1.010742
2401657,0.015991,-0.021484,1.010986
2402660,0.014893,-0.028320,1.009888
2403662,0.016235,-0.023926,1.011719
2404665,0.015015,-0.028564,1.011230
2405667,0.016479,-0.023682,1.010864
2406670,0.015869,-0.025146,1.012573
2407672,0.015991,-0.025635,1.011353
2408675,0.016968,-0.026367,1.011597
2409677,0.016968,-0.018311,1.011597
2410680,0.016235,-0.022827,1.011841
2411682,0.016846,-0.022217,1.012329
2412684,0.016602,-0.023682,1.011841
2413687,0.016357,-0.024292,1.011963
2414689,0.015991,-0.023437,1.012451
2415692,0.016113,-0.024536,1.011108
2416694,0.015869,-0.024536,1.011353
2417697,0.016235,-0.022583,1.010864
2418699,0.015991,-0.029907,1.011108
2419702,0.016357,-0.020630,1.010986
2420704,0.016235,-0.024658,1.010986
2421707,0.015747,-0.025635,1.011597
2422709,0.016113,-0.022827,1.010498
2423711,0.014526,-0.028198,1.011719
2424714,0.017212,-0.025269,1.011841
2425716,0.015747,-0.021118,1.011353
2426719,0.015747,-0.024658,1.010132
2427721,0.015869,-0.023437,1.010986
2428724,0.015869,-0.024414,1.010864
2429726,0.015259,-0.023193,1.011353
2430729,0.016235,-0.021973,1.011475
2431731,0.016113,-0.025635,1.011475
2432734,0.015747,-0.022705,1.011597
2433736,0.015259,-0.029053,1.011475
2434739,0.016602,-0.020752,1.010742
2435741,0.015869,-0.025513,1.010498
2436743,0.015869,-0.024170,1.011230
2437746,0.016357,-0.025269,1.011841
2438748,0.015381,-0.025269,1.011353
2439751,0.016357,-0.025269,1.011841
2440753,0.016113,-0.024780,1.011719
2441756,0.016479,-0.021729,1.012085
2442758,0.015015,-0.027466,1.011353
2443761,0.017334,-0.019409,1.010864
2444763,0.016602,-0.022827,1.011353
2445766,0.015625,-0.025757,1.011353
2446768,0.016357,-0.022339,1.011353
2447771,0.016357,-0.024048,1.011108
2448773,0.015869,-0.023437,1.010742
2449776,0.016479,-0.023193,1.011230
2450778,0.016602,-0.022949,1.011230
2451780,0.016724,-0.023560,1.011108
2452783,0.016113,-0.023682,1.010864
2453785,0.016602,-0.024048,1.011597
2454788,0.014893,-0.024292,1.011230
2455790,0.015259,-0.025757,1.010742
2456793,0.015991,-0.027222,1.011353
2457795,0.015503,-0.025269,1.010864
2458798,0.016113,-0.024658,1.012085
2459800,0.015991,-0.023071,1.011108
2460803,0.015747,-0.024780,1.010986
2461805,0.017090,-0.022705,1.011353
2462808,0.015991,-0.024658,1.011108
2463810,0.016602,-0.024292,1.011230
2464813,0.016968,-0.024170,1.011353
2465815,0.016724,-0.023437,1.011230
2466817,0.017334,-0.023560,1.011597
2467820,0.016235,-0.023804,1.011963
2468822,0.015991,-0.027710,1.012451
2469825,0.016602,-0.020752,1.012207
2470827,0.016235,-0.023315,1.011841
2471830,0.016113,-0.025146,1.011475
2472832,0.015747,-0.025513,1.011108
2473835,0.016724,-0.021729,1.010864
2474837,0.015137,-0.025024,1.011597
2475840,0.015503,-0.026245,1.011719
2476842,0.016846,-0.022461,1.011230
2477845,0.016113,-0.024658,1.010498
2478847,0.016479,-0.024170,1.010742
2479850,0.015747,-0.023560,1.011230
2480852,0.016968,-0.024414,1.011108
2481855,0.015869,-0.023682,1.011353
2482857,0.017212,-0.023682,1.011353
2483859,0.016235,-0.023804,1.011719
2484862,0.016479,-0.023437,1.011353
2485864,0.016235,-0.023560,1.010986
2486867,0.016602,-0.023071,1.010620
2487869,0.016235,-0.026123,1.011230
2488872,0.015991,-0.021973,1.011230
2489874,0.016602,-0.027222,1.011230
2490877,0.016724,-0.019409,1.010376
2491879,0.015869,-0.024536,1.010742
2492881,0.016113,-0.023682,1.010742
2493884,0.016479,-0.022583,1.011719
2494886,0.016113,-0.023926,1.010498
2495889,0.017334,-0.023437,1.010742
2496891,0.015869,-0.024414,1.011475
2497894,0.015869,-0.023804,1.010498
2498896,0.016357,-0.024048,1.010498
2499899,0.016479,-0.024658,1.011230
2500901,0.016357,-0.022827,1.010986
2501904,0.016357,-0.024292,1.011230
2502906,0.016235,-0.024048,1.011108
2503909,0.016724,-0.024170,1.011719
2504911,0.016479,-0.024902,1.011841
2505914,0.015747,-0.025269,1.011230
2506916,0.016968,-0.022705,1.011719
2507919,0.016479,-0.024902,1.011108
2508921,0.016235,-0.024902,1.011719
2509923,0.015381,-0.023804,1.011475
2510926,0.016113,-0.023560,1.010986
2511928,0.015869,-0.024170,1.010132
2512931,0.015625,-0.024414,1.011597
2513933,0.015869,-0.022461,1.011597
2514936,0.016235,-0.023560,1.011597
2515938,0.015991,-0.023926,1.012451
2516941,0.016357,-0.023926,1.011841
2517943,0.015869,-0.025391,1.011108
2518946,0.016968,-0.022583,1.011841
2519948,0.015991,-0.025879,1.011353
2520951,0.016479,-0.022095,1.011841
2521953,0.016968,-0.024536,1.011719
2522955,0.016357,-0.023682,1.010620
2523958,0.017456,-0.024536,1.012207
2524960,0.016846,-0.024902,1.012085
2525963,0.016235,-0.022217,1.011719
2526965,0.017212,-0.023804,1.010986
2527968,0.015259,-0.024536,1.010986
2528970,0.017090,-0.023193,1.011719
2529973,0.016479,-0.023193,1.010986
2530975,0.015503,-0.024902,1.012451
2531978,0.016357,-0.024536,1.011719
2532980,0.015991,-0.022095,1.012207
2533983,0.016602,-0.025024,1.011230
2534985,0.016602,-0.022827,1.011230
2535987,0.016357,-0.023071,1.011475
2536990,0.016357,-0.024536,1.011230
2537992,0.016846,-0.024658,1.011230
2538995,0.016479,-0.024414,1.011108
2539997,0.016846,-0.022217,1.012085
2541000,0.016235,-0.024170,1.012329
2542002,0.016602,-0.022461,1.011841
2543005,0.016602,-0.023437,1.012329
2544007,0.016479,-0.024170,1.012329
2545010,0.016235,-0.025757,1.011719
2546012,0.016602,-0.024658,1.011353
2547015,0.016479,-0.022583,1.011108
2548017,0.016113,-0.024780,1.011475
2549020,0.015503,-0.022827,1.011597
2550022,0.015747,-0.023560,1.010742
2551025,0.015503,-0.024292,1.010742
2552027,0.015625,-0.024048,1.010742
2553029,0.016235,-0.023071,1.011108
2554032,0.016357,-0.024414,1.011963
2555034,0.016113,-0.023315,1.011841
2556037,0.016602,-0.022583,1.011230
2557039,0.016724,-0.024536,1.011230
2558042,0.015503,-0.021729,1.010498
2559044,0.016479,-0.022217,1.011353
2560047,0.015869,-0.024048,1.010986
2561049,0.017090,-0.022827,1.011230
2562052,0.015747,-0.022705,1.011353
2563054,0.016846,-0.024292,1.012207
2564057,0.016846,-0.023804,1.011230
2565059,0.015503,-0.026367,1.012085
2566061,0.016357,-0.023804,1.011963
2567064,0.016479,-0.023193,1.011597
2568066,0.015503,-0.024048,1.011597
2569069,0.016479,-0.022949,1.011230
2570071,0.015991,-0.022949,1.010376
2571074,0.015747,-0.023071,1.011597
2572076,0.016235,-0.023804,1.011230
2573079,0.016724,-0.024414,1.011597
2574081,0.015381,-0.025635,1.011353
2575084,0.016846,-0.021729,1.011719
2576086,0.016479,-0.025146,1.010742
2577089,0.016479,-0.023926,1.011230
2578091,0.016113,-0.024170,1.011353
2579094,0.016235,-0.025269,1.011719
2580096,0.016113,-0.022095,1.011719
2581099,0.015747,-0.024048,1.010864
2582101,0.016724,-0.022949,1.011719
2583103,0.014648,-0.024414,1.012573
2584106,0.015991,-0.024292,1.011719
2585108,0.015747,-0.023315,1.011963
2586111,0.016113,-0.025024,1.011597
2587113,0.015503,-0.023437,1.011719
2588116,0.015259,-0.025879,1.011475
2589118,0.016479,-0.025024,1.010986
2590121,0.016479,-0.023193,1.011108
2591123,0.015991,-0.024902,1.011108
2592126,0.016235,-0.024170,1.010986
2593128,0.015747,-0.025391,1.012329
2594131,0.016113,-0.022583,1.012085
2595133,0.015869,-0.024902,1.011475
2596136,0.015503,-0.024414,1.012085
2597138,0.015991,-0.024414,1.011841
2598141,0.016235,-0.023926,1.011597
2599143,0.016479,-0.023193,1.012085
2600146,0.016724,-0.024292,1.011353
2601148,0.015991,-0.023682,1.010620
2602151,0.015625,-0.025635,1.011597
2603153,0.017334,-0.022827,1.011841
2604155,0.016113,-0.024170,1.010864
2605158,0.016113,-0.024170,1.012085
2606160,0.015259,-0.026123,1.011353
2607163,0.016235,-0.023437,1.011841
2608165,0.016113,-0.022827,1.011475
2609168,0.015381,-0.024170,1.011475
2610170,0.015869,-0.025635,1.011230
2611173,0.016724,-0.023682,1.011230
2612175,0.016357,-0.024292,1.010864
2613178,0.016479,-0.023560,1.012085
2614180,0.016113,-0.023926,1.011597
2615183,0.016113,-0.023926,1.012085
2616185,0.016357,-0.022949,1.011841
2617188,0.015991,-0.024658,1.011475
2618190,0.015869,-0.023682,1.012085
2619193,0.016235,-0.023437,1.012085
2620195,0.016235,-0.023804,1.010864
2621197,0.016602,-0.022217,1.010742
2622200,0.016479,-0.023315,1.011597
2623202,0.015991,-0.023804,1.012085
2624205,0.015991,-0.023193,1.011963
2625207,0.016968,-0.026123,1.011353
2626210,0.016113,-0.021606,1.010742
2627212,0.015991,-0.023804,1.010986
2628215,0.016113,-0.023804,1.011597
2629217,0.015015,-0.024780,1.011841
2630220,0.016479,-0.023437,1.011230
2631222,0.015869,-0.024170,1.011230
2632225,0.016113,-0.024780,1.011353
2633227,0.015991,-0.024658,1.010620
2634230,0.016357,-0.024536,1.010986
2635232,0.015625,-0.024414,1.010254
2636235,0.016235,-0.024170,1.010864
2637237,0.016235,-0.024414,1.011597
2638239,0.015991,-0.023926,1.011597
2639242,0.016235,-0.023804,1.010986
2640244,0.016113,-0.024048,1.011719
2641247,0.016479,-0.024414,1.010498
2642249,0.015747,-0.023926,1.010620
2643252,0.016113,-0.024292,1.011108
2644254,0.016235,-0.023437,1.011230
2645257,0.016357,-0.023437,1.011841
2646259,0.016724,-0.023804,1.011108
2647262,0.015625,-0.024414,1.010864
2648264,0.015259,-0.025024,1.011353
2649267,0.015869,-0.024292,1.011475
2650269,0.016479,-0.024658,1.012207
2651271,0.016113,-0.024170,1.010864
2652274,0.016235,-0.024048,1.011353
2653276,0.015747,-0.023804,1.011353
2654279,0.016357,-0.024170,1.011963
2655281,0.015259,-0.023926,1.011353
2656284,0.016479,-0.024048,1.011841
2657286,0.015869,-0.024048,1.010864
2658289,0.016357,-0.023804,1.011475
2659291,0.016968,-0.024414,1.010864
2660294,0.016724,-0.023193,1.011719
2661296,0.015869,-0.025513,1.011353
2662299,0.015381,-0.024292,1.010620
2663301,0.015991,-0.024048,1.010620
2664304,0.016235,-0.024536,1.011597
2665306,0.016357,-0.025146,1.010864
2666308,0.016724,-0.021118,1.011963
2667311,0.015503,-0.023560,1.011597
2668313,0.015747,-0.024414,1.011719
2669316,0.015625,-0.024536,1.012329
2670318,0.015991,-0.024780,1.011108
2671321,0.015503,-0.023682,1.011597
2672323,0.016113,-0.024292,1.011719
2673326,0.015503,-0.024658,1.011230
2674328,0.016724,-0.024170,1.011597
2675331,0.016235,-0.024292,1.011230
2676333,0.015503,-0.024780,1.010986
2677336,0.016235,-0.024170,1.011597
2678338,0.015869,-0.024048,1.011963
2679341,0.016846,-0.023926,1.011841
2680343,0.015259,-0.024902,1.011841
2681345,0.016235,-0.023804,1.012329
2682348,0.015503,-0.024902,1.012207
2683350,0.015381,-0.023804,1.012207
2684353,0.016479,-0.024536,1.011719
2685355,0.016968,-0.023682,1.012085
2686358,0.015869,-0.024658,1.011108
2687360,0.015991,-0.023560,1.011597
2688363,0.015015,-0.024048,1.011475
2689365,0.016357,-0.023193,1.011353
2690368,0.016235,-0.024048,1.011353
2691370,0.016113,-0.024048,1.011353
2692373,0.015869,-0.024780,1.011841
2693375,0.016357,-0.023071,1.011353
2694378,0.016113,-0.023804,1.011475
2695380,0.015503,-0.023926,1.012451
2696382,0.016846,-0.023560,1.011963
2697385,0.015869,-0.024292,1.010864
2698387,0.016113,-0.024292,1.011230
2699390,0.015137,-0.023682,1.011353
2700392,0.016846,-0.024292,1.011963
2701395,0.015381,-0.023682,1.011719
2702397,0.015869,-0.024658,1.011108
2703400,0.015747,-0.024048,1.010620
2704402,0.016602,-0.023193,1.010986
2705405,0.016113,-0.024414,1.011230
2706407,0.015503,-0.025513,1.010010
2707410,0.015259,-0.024414,1.011353
2708412,0.015747,-0.023193,1.010986
2709415,0.016235,-0.023804,1.011353
2710417,0.015747,-0.024536,1.010376
2711420,0.015625,-0.023193,1.010864
2712422,0.015381,-0.023926,1.010742
2713424,0.016113,-0.024414,1.011230
2714427,0.016724,-0.023437,1.011108
2715429,0.015747,-0.022461,1.011475
2716432,0.015991,-0.023804,1.010742
2717434,0.016235,-0.022827,1.010742
2718437,0.016602,-0.023926,1.011841
2719439,0.016235,-0.024536,1.011108
2720442,0.015869,-0.023193,1.010742
2721444,0.016602,-0.024292,1.010864
2722447,0.015503,-0.023804,1.010742
2723449,0.016479,-0.023682,1.011353
2724452,0.015991,-0.023682,1.010986
2725454,0.015747,-0.024170,1.010620
2726456,0.016357,-0.023437,1.011230
2727459,0.016235,-0.024048,1.011841
2728461,0.015503,-0.024048,1.010620
2729464,0.016113,-0.023804,1.010742
2730466,0.016724,-0.023682,1.010498
2731469,0.015991,-0.024780,1.010986
2732471,0.016113,-0.023804,1.010986
2733474,0.016602,-0.023437,1.010986
2734476,0.016113,-0.023071,1.011841
2735479,0.016357,-0.024902,1.011597
2736481,0.015625,-0.024414,1.011841
2737484,0.016113,-0.025146,1.011963
2738486,0.015137,-0.024414,1.011597
2739489,0.015869,-0.023560,1.010742
2740491,0.015991,-0.024414,1.011963
2741493,0.016113,-0.024292,1.011108
2742496,0.015991,-0.024292,1.010742
2743498,0.015259,-0.024414,1.010254
2744501,0.016357,-0.023193,1.010864
2745503,0.015869,-0.024536,1.011353
2746506,0.016235,-0.023682,1.011230
2747508,0.016357,-0.023804,1.011475
2748511,0.016235,-0.024658,1.011475
2749513,0.015869,-0.024414,1.011108
2750516,0.016357,-0.023926,1.011108
2751518,0.016479,-0.024170,1.011597
2752521,0.016113,-0.023560,1.011841
2753523,0.016113,-0.022949,1.011353
2754525,0.016724,-0.024170,1.011230
2755528,0.016846,-0.023804,1.011475
2756530,0.016113,-0.023560,1.011475
2757533,0.015869,-0.023804,1.011841
2758535,0.014893,-0.024536,1.011353
2759538,0.015991,-0.023437,1.011353
2760540,0.015259,-0.024292,1.010864
2761543,0.015381,-0.024292,1.010986
2762545,0.015625,-0.024536,1.010132
2763548,0.016724,-0.023560,1.011108
2764550,0.016357,-0.023804,1.010864
2765553,0.016113,-0.024536,1.011353
2766555,0.016479,-0.023682,1.010376
2767557,0.015503,-0.024902,1.010742
2768560,0.016846,-0.023193,1.011108
2769562,0.015625,-0.024536,1.010254
2770565,0.015625,-0.023560,1.010376
2771567,0.015625,-0.024292,1.010864
2772570,0.015503,-0.024048,1.010376
2773572,0.016479,-0.023682,1.010742
2774575,0.015503,-0.024414,1.010986
2775577,0.015259,-0.023437,1.010620
2776580,0.015991,-0.024414,1.009521
2777582,0.015991,-0.024170,1.011230
2778585,0.016235,-0.023804,1.010986
2779587,0.016968,-0.023804,1.010986
2780590,0.015869,-0.023926,1.011475
2781592,0.015991,-0.024170,1.010864
2782594,0.016235,-0.023560,1.011353
2783597,0.015991,-0.024292,1.011719
2784599,0.015137,-0.024536,1.010986
2785602,0.015747,-0.023560,1.010864
2786604,0.016602,-0.023804,1.010010
2787607,0.015381,-0.023560,1.010498
2788609,0.015991,-0.023926,1.010498
2789612,0.016357,-0.023926,1.011230
2790614,0.016113,-0.024536,1.011108
2791617,0.015991,-0.024048,1.010498
2792619,0.015869,-0.026001,1.010864
2793622,0.015869,-0.024292,1.010864
2794624,0.015747,-0.024658,1.009766
2795627,0.015625,-0.024048,1.011108
2796629,0.015869,-0.024414,1.010986
2797632,0.015259,-0.023315,1.010498
2798634,0.015991,-0.024292,1.012207
2799636,0.015381,-0.023437,1.011230
2800639,0.016235,-0.024292,1.011841
2801641,0.016235,-0.023804,1.012207
2802644,0.017212,-0.023682,1.012085
2803646,0.016357,-0.024170,1.011108
2804649,0.016113,-0.023682,1.011230
2805651,0.016724,-0.023437,1.012207
2806654,0.015503,-0.024658,1.011353
2807656,0.015503,-0.024170,1.011353
2808659,0.016602,-0.024414,1.011230
2809661,0.015625,-0.022827,1.011108
2810664,0.015503,-0.023926,1.011353
2811666,0.016113,-0.023193,1.011719
2812669,0.016113,-0.023437,1.011230
2813671,0.015991,-0.023560,1.011963
2814673,0.016602,-0.023804,1.012451
2815676,0.017578,-0.024780,1.011475
2816678,0.015747,-0.022827,1.011719
2817681,0.015381,-0.024780,1.011963
2818683,0.016479,-0.023682,1.011353
2819686,0.015503,-0.024170,1.011841
2820688,0.016235,-0.024414,1.010986
2821691,0.015747,-0.024536,1.010132
2822693,0.015503,-0.023682,1.011475
2823696,0.016235,-0.024048,1.011353
2824698,0.015625,-0.023560,1.011230
2825701,0.016357,-0.023560,1.011963
2826703,0.015869,-0.024292,1.011475
2827705,0.015381,-0.024048,1.011963
2828708,0.016479,-0.024536,1.010498
2829710,0.017334,-0.023926,1.011597
2830713,0.016724,-0.022705,1.011475
2831715,0.016235,-0.023926,1.012329
2832718,0.016479,-0.023926,1.012329
2833720,0.016602,-0.024780,1.012085
2834723,0.015625,-0.024414,1.011719
2835725,0.016235,-0.023560,1.011597
2836728,0.015991,-0.024658,1.011475
2837730,0.015137,-0.025879,1.012329
2838733,0.016113,-0.023682,1.011353
2839735,0.016479,-0.023804,1.011475
2840738,0.016724,-0.025146,1.011963
2841740,0.015503,-0.024292,1.011353
2842742,0.015869,-0.023682,1.010986
2843745,0.017334,-0.022095,1.011719
2844747,0.015869,-0.023193,1.011963
2845750,0.016235,-0.023926,1.012085
2846752,0.016113,-0.024170,1.011963
2847755,0.016357,-0.022217,1.012695
2848757,0.016235,-0.024048,1.011963
2849760,0.015747,-0.024658,1.011719
2850762,0.016113,-0.024048,1.011597
2851765,0.016235,-0.024658,1.011841
2852767,0.016479,-0.024414,1.012329
2853770,0.016235,-0.023315,1.011597
2854772,0.016235,-0.023682,1.010864
2855775,0.015747,-0.024902,1.012329
2856777,0.015869,-0.025024,1.011963
2857779,0.016113,-0.024658,1.011353
2858782,0.015991,-0.024658,1.011597
2859784,0.015015,-0.024536,1.011963
2860787,0.015747,-0.023437,1.011230
2861789,0.015137,-0.023560,1.011597
2862792,0.015137,-0.024902,1.011475
2863794,0.016113,-0.023193,1.011597
2864797,0.015625,-0.023804,1.011475
2865799,0.015625,-0.024170,1.012085
2866802,0.014404,-0.025269,1.011353
2867804,0.016113,-0.024414,1.012085
2868807,0.016357,-0.022705,1.012329
2869809,0.015625,-0.025146,1.011597
2870812,0.016479,-0.023560,1.011475
2871814,0.015991,-0.024536,1.011475
2872816,0.015869,-0.025391,1.012207
2873819,0.015503,-0.024170,1.011475
2874821,0.015747,-0.022949,1.011719
2875824,0.017090,-0.023804,1.011230
2876826,0.016113,-0.024170,1.010620
2877829,0.016724,-0.024780,1.011230
2878831,0.016113,-0.024292,1.011841
2879834,0.015137,-0.024414,1.011963
2880836,0.015625,-0.024048,1.011475
2881839,0.016235,-0.023926,1.011719
2882841,0.016113,-0.024292,1.012207
2883844,0.016602,-0.023804,1.011719
2884846,0.016235,-0.023682,1.011353
2885848,0.016113,-0.024048,1.011230
2886851,0.015991,-0.023804,1.011841
2887853,0.016235,-0.023437,1.010986
2888856,0.016357,-0.023437,1.011230
2889858,0.015259,-0.023926,1.011841
2890861,0.016724,-0.024170,1.011475
2891863,0.016235,-0.023193,1.011841
2892866,0.016479,-0.024292,1.011597
2893868,0.015503,-0.023926,1.011597
2894871,0.016724,-0.023071,1.011719
2895873,0.016357,-0.024048,1.011353
2896876,0.015869,-0.024658,1.010742
2897878,0.015869,-0.023437,1.010620
2898881,0.016479,-0.024536,1.011597
2899883,0.014893,-0.023926,1.011719
2900885,0.015747,-0.024658,1.012329
2901888,0.016357,-0.023926,1.011841
2902890,0.015869,-0.024170,1.011841
2903893,0.015137,-0.024658,1.011475
2904895,0.015991,-0.025146,1.012451
2905898,0.016602,-0.023926,1.011841
2906900,0.016235,-0.023804,1.012207
2907903,0.015991,-0.023926,1.011475
2908905,0.016113,-0.023926,1.011841
2909908,0.015625,-0.024780,1.011475
2910910,0.015503,-0.024048,1.011841
2911913,0.015381,-0.025024,1.010986
2912915,0.016113,-0.023804,1.011108
2913918,0.015015,-0.024536,1.011719
2914920,0.015747,-0.024902,1.010376
2915922,0.016235,-0.023926,1.011230
2916925,0.015869,-0.023804,1.011475
2917927,0.015625,-0.024292,1.010986
2918930,0.015747,-0.023193,1.010986
2919932,0.016235,-0.023926,1.010864
2920935,0.016357,-0.023071,1.011475
2921937,0.015747,-0.023560,1.011230
2922940,0.016113,-0.023560,1.011230
2923942,0.015747,-0.023682,1.011353
2924945,0.015503,-0.025513,1.011597
2925947,0.014526,-0.024170,1.011963
2926949,0.015625,-0.023315,1.011108
2927952,0.015747,-0.024048,1.011597
2928954,0.016113,-0.024536,1.012085
2929957,0.014771,-0.023437,1.011597
2930959,0.015747,-0.023560,1.011230
2931962,0.015869,-0.023804,1.012207
2932964,0.015625,-0.024048,1.010742
2933967,0.015503,-0.023926,1.010986
2934969,0.016846,-0.024170,1.011719
2935972,0.015381,-0.024658,1.011475
2936974,0.016113,-0.024902,1.011719
2937977,0.016235,-0.023315,1.011963
2938979,0.015259,-0.023560,1.011597
2939982,0.016235,-0.024902,1.010376
2940984,0.015137,-0.024048,1.010498
2941987,0.016479,-0.023437,1.011230
2942989,0.015503,-0.024048,1.010986
2943991,0.015625,-0.023560,1.011597
2944994,0.016113,-0.023071,1.011841
2945996,0.016602,-0.025024,1.011230
2946999,0.015137,-0.025024,1.011597
2948001,0.016113,-0.023071,1.011841
2949004,0.014404,-0.024658,1.011230
2950006,0.016724,-0.022339,1.011597
2951009,0.016357,-0.024536,1.011719
2952011,0.015991,-0.023315,1.011108
2953014,0.014648,-0.021240,1.011230
2954016,0.015015,-0.025024,1.011597
2955019,0.016113,-0.023926,1.012085
2956021,0.015503,-0.024048,1.011475
2957023,0.016113,-0.024048,1.012451
2958026,0.015869,-0.023560,1.011963
2959028,0.016113,-0.022705,1.011719
2960031,0.015747,-0.023926,1.010864
2961033,0.015747,-0.025513,1.010864
2962036,0.014893,-0.025146,1.010864
2963038,0.016113,-0.024170,1.011353
2964041,0.015747,-0.023682,1.010742
2965043,0.015503,-0.024902,1.011353
2966046,0.016113,-0.023682,1.012085
2967048,0.016724,-0.022827,1.012207
2968050,0.015747,-0.026855,1.011475
2969053,0.015503,-0.024048,1.011963
2970055,0.016479,-0.023804,1.011841
2971058,0.016602,-0.024292,1.012085
2972060,0.015625,-0.023560,1.010498
2973063,0.014771,-0.024170,1.011719
2974065,0.015991,-0.024170,1.011108
2975068,0.015869,-0.024780,1.010376
2976070,0.017090,-0.024048,1.011597
2977073,0.015747,-0.024292,1.011475
2978075,0.015747,-0.024536,1.011108
2979078,0.015869,-0.024292,1.010132
2980080,0.016235,-0.024048,1.011108
2981083,0.015991,-0.024536,1.011719
2982085,0.016357,-0.024048,1.011108
2983087,0.015381,-0.024292,1.010864
2984090,0.016235,-0.023804,1.010376
2985092,0.015869,-0.023926,1.010254
2986095,0.016846,-0.024048,1.012085
2987097,0.015747,-0.024170,1.010986
2988100,0.015259,-0.024658,1.011108
2989102,0.016113,-0.024170,1.011475
2990105,0.015137,-0.024780,1.011230
2991107,0.016357,-0.023682,1.011108
